Short_Name_Stocks,Ticker_Stocks_Yf,Ticker_Stocks,Secteur_Activite,Pays_Stocks,Place_Boursiere,Capitalisation_Boursiere,Nom_Indice,Ticker_Indice_Yf,Nombres_Entreprises,Ponderation
Allegion plc,ALLE,ALLE,Industrials,Ireland,NYQ,11969457152,S&P 500,^GSPC,503,0.02
Mosaic Company (The),MOS,MOS,Basic Materials,United States,NYQ,11721686016,S&P 500,^GSPC,503,0.02
Pool Corporation,POOL,POOL,Industrials,United States,NMS,11479694336,S&P 500,^GSPC,503,0.02
"C.H. Robinson Worldwide, Inc.",CHRW,CHRW,Industrials,United States,NMS,11432607744,S&P 500,^GSPC,503,0.02
"Akamai Technologies, Inc.",AKAM,AKAM,Technology,United States,NMS,10972681216,S&P 500,^GSPC,503,0.02
"Franklin Resources, Inc.",BEN,BEN,Financial Services,United States,NYQ,11235638272,S&P 500,^GSPC,503,0.02
"BXP, Inc.",BXP,BXP,Real Estate,United States,NYQ,12439172096,S&P 500,^GSPC,503,0.02
"Host Hotels & Resorts, Inc.",HST,HST,Real Estate,United States,NMS,11017764864,S&P 500,^GSPC,503,0.02
"ConAgra Brands, Inc.",CAG,CAG,Consumer Defensive,United States,NYQ,10826569728,S&P 500,^GSPC,503,0.02
Pinnacle West Capital Corporati,PNW,PNW,Utilities,United States,NYQ,10793669632,S&P 500,^GSPC,503,0.02
"Moderna, Inc.",MRNA,MRNA,Healthcare,United States,NMS,10755295232,S&P 500,^GSPC,503,0.02
"Revvity, Inc.",RVTY,RVTY,Healthcare,United States,NYQ,10729705472,S&P 500,^GSPC,503,0.02
Molson Coors Beverage Company,TAP,TAP,Consumer Defensive,United States,NYQ,10686980096,S&P 500,^GSPC,503,0.02
"Skyworks Solutions, Inc.",SWKS,SWKS,Technology,United States,NMS,10663662592,S&P 500,^GSPC,503,0.02
"Assurant, Inc.",AIZ,AIZ,Financial Services,United States,NYQ,10435548160,S&P 500,^GSPC,503,0.02
LKQ Corporation,LKQ,LKQ,Consumer Cyclical,United States,NMS,10421434368,S&P 500,^GSPC,503,0.02
DaVita Inc.,DVA,DVA,Healthcare,United States,NYQ,10277716992,S&P 500,^GSPC,503,0.02
Bunge Limited,BG,BG,Consumer Defensive,United States,NYQ,10251068416,S&P 500,^GSPC,503,0.02
Viatris Inc.,VTRS,VTRS,Healthcare,United States,NMS,10222752768,S&P 500,^GSPC,503,0.02
The Campbell's Company,CPB,CPB,Consumer Defensive,United States,NMS,10215715840,S&P 500,^GSPC,503,0.02
Globe Life Inc.,GL,GL,Financial Services,United States,NYQ,10136267776,S&P 500,^GSPC,503,0.02
CarMax Inc,KMX,KMX,Consumer Cyclical,United States,NYQ,10092193792,S&P 500,^GSPC,503,0.02
"Stanley Black & Decker, Inc.",SWK,SWK,Industrials,United States,NYQ,9949592576,S&P 500,^GSPC,503,0.02
"EPAM Systems, Inc.",EPAM,EPAM,Technology,United States,NYQ,9867766784,S&P 500,^GSPC,503,0.02
"Walgreens Boots Alliance, Inc.",WBA,WBA,Healthcare,United States,NMS,9711006720,S&P 500,^GSPC,503,0.02
"Dayforce, Inc.",DAY,DAY,Technology,United States,NYQ,9423385600,S&P 500,^GSPC,503,0.02
Eastman Chemical Company,EMN,EMN,Basic Materials,United States,NYQ,9289911296,S&P 500,^GSPC,503,0.02
"Hasbro, Inc.",HAS,HAS,Consumer Cyclical,United States,NMS,9203672064,S&P 500,^GSPC,503,0.02
"Wynn Resorts, Limited",WYNN,WYNN,Consumer Cyclical,United States,NMS,9174612992,S&P 500,^GSPC,503,0.02
A.O. Smith Corporation,AOS,AOS,Industrials,United States,NYQ,9094975488,S&P 500,^GSPC,503,0.02
"Huntington Ingalls Industries, ",HII,HII,Industrials,United States,NYQ,8944945152,S&P 500,^GSPC,503,0.02
MGM Resorts International,MGM,MGM,Consumer Cyclical,United States,NYQ,8697881600,S&P 500,^GSPC,503,0.02
"Henry Schein, Inc.",HSIC,HSIC,Healthcare,United States,NMS,8821602304,S&P 500,^GSPC,503,0.02
"Interpublic Group of Companies,",IPG,IPG,Communication Services,United States,NYQ,8526089216,S&P 500,^GSPC,503,0.02
Paramount Global,PARA,PARA,Communication Services,United States,NMS,8523604992,S&P 500,^GSPC,503,0.02
Federal Realty Investment Trust,FRT,FRT,Real Estate,United States,NYQ,8264612352,S&P 500,^GSPC,503,0.01
Norwegian Cruise Line Holdings ,NCLH,NCLH,Consumer Cyclical,United States,NYQ,8167632384,S&P 500,^GSPC,503,0.01
"MarketAxess Holdings, Inc.",MKTX,MKTX,Financial Services,United States,NMS,8053490176,S&P 500,^GSPC,503,0.01
"Lamb Weston Holdings, Inc.",LW,LW,Consumer Defensive,United States,NYQ,7855927296,S&P 500,^GSPC,503,0.01
Bio-Techne Corp,TECH,TECH,Healthcare,United States,NMS,7647094272,S&P 500,^GSPC,503,0.01
Generac Holdlings Inc.,GNRC,GNRC,Industrials,United States,NYQ,7516952064,S&P 500,^GSPC,503,0.01
"Match Group, Inc.",MTCH,MTCH,Communication Services,United States,NMS,7465874944,S&P 500,^GSPC,503,0.01
The AES Corporation,AES,AES,Utilities,United States,NYQ,7311449600,S&P 500,^GSPC,503,0.01
Charles River Laboratories Inte,CRL,CRL,Healthcare,United States,NYQ,6802033664,S&P 500,^GSPC,503,0.01
Albemarle Corporation,ALB,ALB,Basic Materials,United States,NYQ,6707853312,S&P 500,^GSPC,503,0.01
APA Corporation,APA,APA,Energy,United States,NMS,6592637952,S&P 500,^GSPC,503,0.01
Invesco Ltd,IVZ,IVZ,Financial Services,United States,NYQ,6467184128,S&P 500,^GSPC,503,0.01
"Mohawk Industries, Inc.",MHK,MHK,Consumer Cyclical,United States,NYQ,6289984512,S&P 500,^GSPC,503,0.01
"Enphase Energy, Inc.",ENPH,ENPH,Technology,United States,NGM,5740306432,S&P 500,^GSPC,503,0.01
"Caesars Entertainment, Inc.",CZR,CZR,Consumer Cyclical,United States,NMS,5504912896,S&P 500,^GSPC,503,0.01
