Short_Name_Stocks,Ticker_Stocks_Yf,Ticker_Stocks,Secteur_Activite,Pays_Stocks,Place_Boursiere,Capitalisation_Boursiere,Nom_Indice,Ticker_Indice_Yf,Nombres_Entreprises,Ponderation
"Ross Stores, Inc.",ROST,ROST,Consumer Cyclical,United States,NMS,47361957888,NASDAQ 100,^NDX,100,0.16
Fastenal Company,FAST,FAST,Industrials,United States,NMS,47254810624,NASDAQ 100,^NDX,100,0.16
"Zscaler, Inc.",ZS,ZS,Technology,United States,NMS,45934989312,NASDAQ 100,^NDX,100,0.16
Keurig Dr Pepper Inc.,KDP,KDP,Consumer Defensive,United States,NMS,44575793152,NASDAQ 100,^NDX,100,0.15
"Verisk Analytics, Inc.",VRSK,VRSK,Industrials,United States,NMS,44414570496,NASDAQ 100,^NDX,100,0.15
Exelon Corporation,EXC,EXC,Utilities,United States,NMS,43874607104,NASDAQ 100,^NDX,100,0.15
"IDEXX Laboratories, Inc.",IDXX,IDXX,Healthcare,United States,NMS,42288250880,NASDAQ 100,^NDX,100,0.14
lululemon athletica inc.,LULU,LULU,Consumer Cyclical,Canada,NMS,40241446912,NASDAQ 100,^NDX,100,0.14
Coca-Cola Europacific Partners ,CCEP,CCEP,Consumer Defensive,United Kingdom,NMS,41609986048,NASDAQ 100,^NDX,100,0.14
"Diamondback Energy, Inc.",FANG,FANG,Energy,United States,NMS,41569660928,NASDAQ 100,^NDX,100,0.14
"Datadog, Inc.",DDOG,DDOG,Technology,United States,NMS,40979587072,NASDAQ 100,^NDX,100,0.14
"Take-Two Interactive Software, ",TTWO,TTWO,Communication Services,United States,NMS,41999998976,NASDAQ 100,^NDX,100,0.14
Xcel Energy Inc.,XEL,XEL,Utilities,United States,NMS,39986843648,NASDAQ 100,^NDX,100,0.14
Cognizant Technology Solutions ,CTSH,CTSH,Technology,United States,NMS,39593103360,NASDAQ 100,^NDX,100,0.13
Baker Hughes Company,BKR,BKR,Energy,United States,NMS,37192757248,NASDAQ 100,^NDX,100,0.13
Electronic Arts Inc.,EA,EA,Communication Services,United States,NMS,36672020480,NASDAQ 100,^NDX,100,0.12
"The Trade Desk, Inc.",TTD,TTD,Communication Services,United States,NGM,36563062784,NASDAQ 100,^NDX,100,0.12
"Old Dominion Freight Line, Inc.",ODFL,ODFL,Industrials,United States,NMS,34452312064,NASDAQ 100,^NDX,100,0.12
Microchip Technology Incorporat,MCHP,MCHP,Technology,United States,NMS,34435231744,NASDAQ 100,^NDX,100,0.12
"DexCom, Inc.",DXCM,DXCM,Healthcare,United States,NMS,34030966784,NASDAQ 100,^NDX,100,0.12
GE HealthCare Technologies Inc.,GEHC,GEHC,Healthcare,United States,NMS,32583098368,NASDAQ 100,^NDX,100,0.11
"CoStar Group, Inc.",CSGP,CSGP,Real Estate,United States,NMS,31932628992,NASDAQ 100,^NDX,100,0.11
The Kraft Heinz Company,KHC,KHC,Consumer Defensive,United States,NMS,31707037696,NASDAQ 100,^NDX,100,0.11
"ANSYS, Inc.",ANSS,ANSS,Technology,United States,NMS,29442222080,NASDAQ 100,^NDX,100,0.1
"Warner Bros. Discovery, Inc. - ",WBD,WBD,Communication Services,United States,NMS,24592254976,NASDAQ 100,^NDX,100,0.08
CDW Corporation,CDW,CDW,Technology,United States,NMS,23617705984,NASDAQ 100,^NDX,100,0.08
GlobalFoundries Inc.,GFS,GFS,Technology,United States,NMS,20453042176,NASDAQ 100,^NDX,100,0.07
ON Semiconductor Corporation,ON,ON,Technology,United States,NMS,19795212288,NASDAQ 100,^NDX,100,0.07
