Short_Name_Stocks,Ticker_Stocks_Yf,Ticker_Stocks,Secteur_Activite,Pays_Stocks,Place_Boursiere,Capitalisation_Boursiere,Nom_Indice,Ticker_Indice_Yf,Nombres_Entreprises,Ponderation
"Diamondback Energy, Inc.",FANG,FANG,Energy,United States,NMS,41451515904,NASDAQ 100,^NDX,100,0.11
Coca-Cola Europacific Partners ,CCEP,CCEP,Consumer Defensive,United Kingdom,NMS,40604164096,NASDAQ 100,^NDX,100,0.11
Keurig Dr Pepper Inc.,KDP,KDP,Consumer Defensive,United States,NMS,36899119104,NASDAQ 100,^NDX,100,0.1
"Charter Communications, Inc.",CHTR,CHTR,Communication Services,United States,NMS,31940433920,NASDAQ 100,^NDX,100,0.09
Cognizant Technology Solutions ,CTSH,CTSH,Technology,United States,NMS,35175272448,NASDAQ 100,^NDX,100,0.09
GE HealthCare Technologies Inc.,GEHC,GEHC,Healthcare,United States,NMS,34141341696,NASDAQ 100,^NDX,100,0.09
Microchip Technology Incorporat,MCHP,MCHP,Technology,United States,NMS,33686804480,NASDAQ 100,^NDX,100,0.09
"Verisk Analytics, Inc.",VRSK,VRSK,Industrials,United States,NMS,30489143296,NASDAQ 100,^NDX,100,0.08
"Old Dominion Freight Line, Inc.",ODFL,ODFL,Industrials,United States,NMS,29511811072,NASDAQ 100,^NDX,100,0.08
The Kraft Heinz Company,KHC,KHC,Consumer Defensive,United States,NMS,29271801856,NASDAQ 100,^NDX,100,0.08
"CoStar Group, Inc.",CSGP,CSGP,Real Estate,United States,NMS,29163245568,NASDAQ 100,^NDX,100,0.08
"The Trade Desk, Inc.",TTD,TTD,Communication Services,United States,NGM,24584046592,NASDAQ 100,^NDX,100,0.07
"DexCom, Inc.",DXCM,DXCM,Healthcare,United States,NMS,22706747392,NASDAQ 100,^NDX,100,0.06
Biogen Inc.,BIIB,BIIB,Healthcare,United States,NMS,22631759872,NASDAQ 100,^NDX,100,0.06
lululemon athletica inc.,LULU,LULU,Consumer Cyclical,Canada,NMS,20224194560,NASDAQ 100,^NDX,100,0.05
CDW Corporation,CDW,CDW,Technology,United States,NMS,20887150592,NASDAQ 100,^NDX,100,0.06
ON Semiconductor Corporation,ON,ON,Technology,United States,NMS,20481417216,NASDAQ 100,^NDX,100,0.05
